Key,Values,Level,Message
<class>documentvalidation.HtmlDocumentValidator.java</class><start>509</start><end>512</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'BooleanLiteral']",error,Found text ' | ' was not expected.  | We were not expecting any more elements within the current tag
<class>mock.MockServletContext.java</class><start>207</start><end>209</end>,"['ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'NullLiteral']",warn,WARNING: The webapp root directory is invalid: 
<class>mock.MockServletContext.java</class><start>528</start><end>530</end>,"['IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'TryStatement', 'ReturnStatement', 'ClassInstanceCreation', 'CatchClause', 'ReturnStatement', 'NullLiteral']",error,$$$Empty Message$$$
<class>mock.MockServletContext.java</class><start>844</start><end>845</end>,"['ReturnStatement', 'NullLiteral']",error,$$$Empty Message$$$
<class>mock.MockServletContext.java</class><start>856</start><end>857</end>,[],info,$$$Empty Message$$$
<class>mock.MockServletContext.java</class><start>870</start><end>871</end>,[],error,$$$Empty Message$$$
<class>request.WebClientInfo.java</class><start>197</start><end>206</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'CastExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ArrayAccess', 'MethodInvocation', 'CharacterLiteral', 'NumberLiteral', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ReturnStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation']",debug,determined user agent: {}
<class>servlet.SecuredRemoteAddressRequestWrapperFactory.java</class><start>155</start><end>158</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'SuperMethodInvocation', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral']",debug,"Incoming request uri= |  with originalSecure=' | ', remoteAddr=' | ' will be seen with newSecure=' | '"
<class>servlet.WicketSessionFilter.java</class><start>142</start><end>144</end>,"['ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'MethodInvocation', 'MethodInvocation']",debug,filterName/application key set to {}
<class>servlet.WicketSessionFilter.java</class><start>181</start><end>185</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'StringLiteral', 'MethodInvocation', 'StringLiteral']",debug,"could not set Wicket session: key  |  not found in http session for  | , | , or http session does not exist"
<class>servlet.WicketSessionFilter.java</class><start>215</start><end>219</end>,"['IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'InfixExpression', 'MethodInvocation', 'NullLiteral']",debug,will use {} as the session key to get the Wicket session
<class>servlet.XForwardedRequestWrapperFactory.java</class><start>641</start><end>643</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'MethodInvocation']",debug,Skip XForwardedFilter for request  |  with remote address 
<class>servlet.XForwardedRequestWrapperFactory.java</class><start>742</start><end>755</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ForStatement', 'Assignment', 'InfixExpression', 'NumberLiteral', 'InfixExpression', 'NumberLiteral', 'PostfixExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ArrayAccess', 'ExpressionStatement', 'Assignment', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'PostfixExpression', 'BreakStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ForStatement', 'InfixExpression', 'NumberLiteral', 'PostfixExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ArrayAccess', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ParenthesizedExpression', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'NullLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'MethodInvocation', 'StringLiteral']",debug,"Incoming request  |  with originalRemoteAddr ' | ', originalRemoteHost=' | ', originalSecure=' | ', originalScheme=' | ', original[ | ]=' | , original[ | ]=' | ' will be seen as newRemoteAddr=' | ', newRemoteHost=' | ', newScheme=' | ', newSecure=' | ', new[ | ]=' | , new[ | ]=' | '"
<class>servlet.ServletWebRequest.java</class><start>188</start><end>190</end>,"['IfStatement', 'InfixExpression', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ArrayCreation', 'ArrayInitializer']",debug,"Calculating context relative path from: context path '{}', filterPrefix '{}', uri '{}'"
<class>cycle.RequestCycle.java</class><start>245</start><end>249</end>,"['TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'StringLiteral', 'MethodInvocation']",debug,"No suitable handler found for URL {}, falling back to container to process this request"
<class>cycle.RequestCycle.java</class><start>316</start><end>318</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral']",error,Error during request processing. URL=
<class>cycle.RequestCycle.java</class><start>338</start><end>340</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'BooleanLiteral', 'CatchClause', 'IfStatement', 'InfixExpression', 'NumberLiteral', 'ReturnStatement', 'MethodInvocation', 'InfixExpression', 'NumberLiteral', 'ReturnStatement', 'BooleanLiteral']",error,Exception retry count exceeded
<class>cycle.RequestCycle.java</class><start>358</start><end>365</end>,"['IfStatement', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation']",warn,********************************
<class>cycle.RequestCycle.java</class><start>624</start><end>923</end>,"['ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'CatchClause', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'ThrowStatement', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'ReturnStatement', 'ReturnStatement', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ExpressionStatement', 'Assignment', 'ReturnStatement', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'CastExpression', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'CastExpression', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation']",error,Exception occurred during onEndRequest
<class>cycle.RequestCycle.java</class><start>652</start><end>653</end>,"['TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'CatchClause']",error,Exception occurred during onEndRequest
<class>cycle.RequestCycle.java</class><start>697</start><end>698</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'ThrowStatement']",error,Error detaching RequestCycle
<class>cycle.RequestCycleListenerCollection.java</class><start>131</start><end>153</end>,"['VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'StringLiteral', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier']",debug,"{} exception handlers available for exception {}, using the first handler"
<class>cycle.RequestCycleListenerCollection.java</class><start>139</start><end>142</end>,"['VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'StringLiteral', 'MethodInvocation']",debug,"{} exception handlers available for exception {}, using the first handler"
